"last_name, first_name","player_id","year","xwoba","xwobacon","xbacon","exit_velocity_avg","launch_angle_avg","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","z_swing_percent","z_swing_miss_percent","oz_swing_percent","oz_swing_miss_percent","iz_contact_percent","edge_percent","whiff_percent","swing_percent","pull_percent","straightaway_percent","opposite_percent","f_strike_percent","flyballs_percent","linedrives_percent","sprint_speed"
"Anderson, Tim","641313","2023",".284",".345",".343","87.8","2",2.9,39.4,"99.22965129","93.713640376",71.5,17.7,35.3,40.9,82.3,41.5,25.3,53.5,29.5,42.9,27.6,65.6,10.7,26.8,"27.2"
"Bauers, Jake","641343","2023",".336",".485",".374","89.1","13.8",18.7,48.7,"102.0116428","95.506092133",66.1,24.4,24.6,58.2,75.6,43.5,33.3,45.8,41.3,35.3,23.3,56.6,32.7,22.7,"27.3"
"Bellinger, Cody","641355","2023",".327",".357",".321","87.9","17.2",6.1,31.4,"97.661544057","92.874372388",67.8,15,31,31.6,85,44.3,20.1,49.9,43.2,35.6,21.2,62.3,29.2,26.4,"28.3"
"Calhoun, Willie","641432","2023",".305",".314",".303","90.7","11.9",3.5,42.6,"99.883095","94.214082",57.4,10.1,22.5,29.7,89.9,43.6,15.7,39.7,36.5,45.2,18.3,50.7,20.9,30.4,"25.1"
"Crawford, J.P.","641487","2023",".340",".359",".339","88.3","15.1",4.8,36.2,"99.143101569","93.649442623",58.4,12.7,18.6,37.4,87,41.9,18.6,38.6,43.2,34.1,22.7,53.1,23.7,28,"26.7"
"Davis, Jonathan","641505","2023",".292",".368",".355","84.4","7.1",4.6,23.1,"95.155622188","91.794387937",64.5,22.5,22,40,76.8,43.7,26.8,43.7,35.4,35.4,29.2,64.4,21.5,24.6,"28.9"
"Delay, Jason","641511","2023",".263",".297",".288","83.8","12.3",3.2,23,"95.198788852","91.601636967",69.4,16.8,31.4,47.5,82.8,41.8,25.6,51.5,38.9,29.4,31.7,66.8,22.2,23,"26.4"
"Fraley, Jake","641584","2023",".328",".358",".330","84.6","16.5",6.4,30.8,"97.120245263","92.614906038",75.5,16.6,30.1,41.6,83.4,42.9,24.1,52,45.1,34.2,20.7,61.6,27.4,25.9,"28.0"
"Garver, Mitch","641598","2023",".365",".434",".353","90","20.5",12.6,42.1,"100.978311963","94.653887243",61.9,16.1,17.4,50.4,83.9,42.3,23.7,39.6,47.7,35,17.3,53.6,33.2,26.2,"25.7"
"Guillorme, Luis","641645","2023",".236",".266",".263","85.9","11.8",1.2,25.6,"95.16521675","91.660992405",59.3,9.8,23.3,37.5,88.8,43.9,17.6,41.4,23.2,39,37.8,53.3,25.6,25.6,"25.5"
"Hampson, Garrett","641658","2023",".291",".349",".341","86.6","11.8",3.1,28.3,"96.842874595","92.486054257",59.4,16.5,25.5,50.4,79.9,42.6,26.1,43.3,35.2,34,30.8,61.1,22.6,27,"29.8"
"Heim, Jonah","641680","2023",".324",".370",".325","89.2","17.3",8,38.5,"99.154937912","93.809775675",73.8,16.7,30.5,36.3,83.2,44.6,22.4,52,45.3,33,21.7,60.3,29.9,26.1,"25.8"
"Mancini III, Trey","641820","2023",".272",".346",".319","88.9","12.3",3.8,40.6,"99.887541875","94.139181069",68.6,24.4,31.3,50,75.6,43.9,32.7,49.5,35.6,37.5,26.9,61.1,21.3,24.4,"25.4"
"McKinney, Billy","641856","2023",".346",".430",".347","89.1","12.2",12.2,41.1,"99.630086889","94.008399667",66.5,21,21.3,54,79,42.8,28.6,44.7,48.9,32.2,18.9,54.8,31.1,24.4,"27.1"
"McMahon, Ryan","641857","2023",".335",".452",".379","90.8","9.7",11.4,44.2,"102.017798324","95.343043101",67.6,26.4,25.4,49.1,73.6,45.3,32.2,47.4,33.9,38.6,27.5,61.8,28.1,26.1,"25.8"
"O'Neill, Tyler","641933","2023",".337",".411",".348","89.2","15",12.3,43.3,"101.468190235","94.898490824",66.7,18.5,25.3,49.6,81.5,42.7,27.8,44.9,35.7,42.1,22.2,64.7,29.8,19.9,"28.5"
"Palacios, Joshua","641943","2023",".318",".383",".336","91.3","7.7",9.8,45.4,"101.193022979","95.127376383",72.5,20.7,30.2,42.1,79.3,43.6,26.7,52,41.2,39.2,19.6,58,25.3,23.2,"28.2"
"Smith, Dominic","642086","2023",".320",".338",".310","86.3","12.8",6.6,30.8,"97.225088721","92.631850959",68.7,13.8,30.3,33.2,86.2,42.1,19.9,49,36.1,38.6,25.3,64.6,25.8,26.3,"25.8"
"Tellez, Rowdy","642133","2023",".306",".365",".329","89.9","15.2",8.7,40.4,"101.162097826","94.892917074",52.9,14.6,24.2,37.9,85.4,43.9,21.9,38.5,35.7,40.9,23.5,57.4,30.4,23.9,"23.5"
"Thaiss, Matt","642136","2023",".331",".400",".340","88.5","9.2",10.4,40.7,"100.494365275","94.474114254",72.3,29,19,51.7,70.5,43.9,33.6,46,37.9,35.2,26.9,57.8,27.5,24.2,"24.7"
"Mejía, Francisco","642336","2023",".243",".296",".271","87.5","18.9",4.3,32.2,"96.966115088","92.522121228",71.2,16.7,48.8,29.5,83.3,42.8,22.1,59.5,47.8,34.8,17.4,70.6,27,24.3,"26.3"
"Siri, Jose","642350","2023",".298",".441",".342","88.4","14.4",13.2,37.7,"100.583268942","94.368878077",69.7,29.6,37.9,57.7,70.2,41.8,40.1,53,45.8,34,20.3,65.1,34.4,20.3,"29.7"
"Rosario, Amed","642708","2023",".305",".347",".336","88.3","7.6",3.4,39.4,"99.501582705","93.941784576",69.2,14.3,39.4,36.8,85.7,42.2,23.1,53.4,30.4,40.6,29,67.2,18.1,27.1,"29.4"
"Adames, Willy","642715","2023",".335",".406",".341","87.4","18.2",12.4,36.5,"99.086365635","93.664258959",71.5,20.7,31.8,50.6,79.3,41.8,31,50,45.2,36.3,18.5,60.6,31.5,22.3,"27.6"
"Estrada, Thairo","642731","2023",".292",".350",".328","85.9","10.8",4.8,33.7,"97.898139565","92.983630679",67.3,10.4,38,37.8,88.4,43.1,21.1,51.7,44.3,32.9,22.8,65.8,22.3,25.5,"28.1"
"Wynns, Austin","642851","2023",".224",".262",".259","86.7","14.4",2.1,27.4,"95.852031111","91.950941444",65.3,24.2,28.5,37.5,75.8,42.1,27.8,48.2,36.8,34.7,28.4,64.8,20,23.2,"24.7"
"Benintendi, Andrew","643217","2023",".310",".327",".319","86.6","14.5",2.9,27,"95.498075212","91.757391695",70.4,16,26.6,28.4,83.8,43.1,19.3,49,29.8,41.3,28.9,61.9,26.6,28.5,"27.3"
"Cooper, Garrett","643265","2023",".318",".418",".366","89","13.3",10.3,41.1,"100.493592808","94.333162534",66.9,20.2,39.5,46.2,79.8,41.9,30.7,52.4,34.6,40.4,25,67,25.3,28.1,"26.3"
"Dubón, Mauricio","643289","2023",".303",".334",".322","87","9.5",4.5,29.5,"96.983512626","92.50482157",76.1,13.9,40.7,24.3,85.2,42.2,17.5,58.6,31.3,38.8,30,68.7,22.5,27.8,"28.1"
"Jansen, Danny","643376","2023",".316",".350",".285","88.3","19.7",10.7,37.4,"98.938626373","93.548218775",69.4,16.1,25,41.1,83.9,40.6,22.9,46.8,51.5,28.6,19.9,58.7,35.9,18.4,"27.1"
"Kemp, Tony","643393","2023",".297",".271",".270","86.7","10",1.2,20.4,"94.699737436","91.482675737",66.1,11.1,23.7,25.1,87.9,41.5,14.5,46,44.1,39.2,16.7,61.8,25.2,21,"26.2"
"Kiner-Falefa, Isiah","643396","2023",".295",".326",".320","88.8","7.2",3.1,39.2,"99.088839688","93.71146918",61.2,11.7,26.5,40.3,87.7,40.4,19.6,44.9,32.3,41.2,26.5,61.8,20,26.2,"27.7"
"McNeil, Jeff","643446","2023",".294",".285",".281","86","14.4",1.3,27.4,"95.984354131","92.004150754",75.9,7.4,29.9,28.8,91.9,42,13.4,53,37.5,35.4,27.2,63.4,22.1,25.7,"27.4"
"Tauchman, Mike","643565","2023",".345",".380",".355","88.4","8.1",5.5,40,"99.326329764","93.849149016",64.5,18.9,18.8,43.8,80.9,43.2,24.5,41.8,32.9,36.5,30.6,57.4,19.6,29.8,"27.3"
"Chang, Yu","644374","2023",".258",".352",".309","88.8","9.8",5.5,38.4,"100.367177429","94.607704058",70.9,16.5,35.5,72.3,81.3,40.6,34.3,53.8,50.7,27.4,21.9,65.2,28.8,20.5,"28.2"
"Albies, Ozzie","645277","2023",".340",".375",".322","88.7","16.6",8.2,39,"98.667615565","93.481568303",77.8,13.3,35.1,34.1,86.6,39.3,20.6,54.6,51.7,31.6,16.7,56.8,33.8,23.7,"27.6"
"Robles, Victor","645302","2023",".322",".323",".319","86.7","9.9",2.2,30.1,"98.782711395","93.526191163",81.1,17.6,27.4,32.3,81.3,41.9,21.6,53.1,36.6,34.4,29,65.1,19.4,19.4,"28.0"
"Herrera, Jose","645444","2023",".260",".290",".298","85.9","11.3",0,19.5,"94.392826389","91.196413194",58.3,14.6,17.2,36.6,84.2,46.1,19.1,39,48.1,26,26,62.5,22.1,27.3,"25.4"
"Ford, Mike","645801","2023",".315",".413",".324","88.8","21",17.3,44.6,"101.141524429","94.781977914",64.6,19.6,22.9,58.1,80.4,42.7,30.4,42.7,43.9,36.7,19.4,56.6,35.3,19.4,"24.5"
"Devers, Rafael","646240","2023",".380",".441",".361","93.1","12.4",12.7,55.1,"104.483705833","97.182864659",77.1,23.8,32.5,30.7,76,42.3,26.1,52.6,35.9,39.8,24.3,59.6,28.4,20.6,"26.0"
"Naylor, Josh","647304","2023",".346",".382",".341","89.1","12.3",8.2,41.2,"100.627346359","94.477601234",76.3,11.7,39.5,33.3,88.3,41.4,19.8,56.5,39.4,33.8,26.9,63.6,25.6,23.8,"25.8"
"Díaz, Aledmys","649557","2023",".271",".304",".295","87.8","11.3",2.8,33.5,"97.951582698","93.010438968",70.2,14.5,34.3,39.3,85.5,42.2,22.3,52.8,40.2,37,22.8,67.3,18.1,25.2,"26.0"
"Urías, Luis","649966","2023",".297",".292",".255","84.9","14.7",5.8,30.1,"96.082011923","92.126535243",55.6,18.1,24.3,45.1,81.4,41.6,26.4,39.8,49.5,31.1,19.4,62.7,30.1,13.6,"26.0"
"Arraez, Luis","650333","2023",".354",".358",".349","88.3","11.5",3.5,25.7,"95.658900664","92.009454214",68.6,5.8,31.8,12.5,93.8,42.8,7.8,51,26.8,41.2,32,60.6,24.1,31.3,"26.1"
"Jiménez, Eloy","650391","2023",".314",".364",".323","90.9","5.7",9.3,46.8,"103.173051209","95.996060413",71.3,18.1,36.6,47.6,81.9,38.6,29.7,52,36.4,40,23.6,67,19.7,20,"26.5"
"Torres, Gleyber","650402","2023",".362",".385",".337","89.7","15.1",7.9,40.3,"99.649800996","94.055057585",68.9,16.4,25.9,35.4,83.7,42.8,21.8,46.8,33.9,39.3,26.6,62.1,30.6,24.8,"26.4"
"Castro, Willi","650489","2023",".304",".350",".321","86.5","15.1",6.8,31.8,"98.698827717","93.374549289",69,17.8,34.6,47.5,81.9,42.6,27.9,51.6,38.6,34.8,26.5,64.2,26.1,23.5,"28.6"
"Díaz, Yandy","650490","2023",".383",".413",".372","93.4","5.7",9.5,54,"104.285177685","97.074568747",65.5,11.9,19.7,39.5,88.1,40.9,18.3,42.6,27.7,44.3,27.9,59.2,20.8,23.8,"26.6"
"De La Cruz, Bryan","650559","2023",".331",".405",".362","89.9","11.8",8.8,42.5,"100.272527091","94.400399818",68.2,21.7,34.3,40.6,78.3,42.3,28.7,50.1,34.4,38.9,26.7,63.6,24.9,29.4,"27.7"
"Rengifo, Luis","650859","2023",".323",".351",".312","89.1","11",7.6,36.9,"98.941377179","93.617089135",74.5,16.8,28.7,42.5,83.1,40.5,24.5,50.1,39.2,36.7,24.1,65.2,28.2,19,"27.4"
"Pinto, René","650907","2023",".329",".480",".383","90.5","16.9",15.9,40.6,"100.105437143","94.478489275",76,32.1,29.9,56.6,67.9,39.9,38,55.5,43.5,30.4,26.1,67.6,31.9,30.4,"26.9"
"Monasterio, Andruw","655316","2023",".308",".346",".323","88.8","17.7",5.5,33.5,"97.113217523","92.687779124",61,15.8,22.3,38.8,83.8,41.9,21.7,42.1,33.9,38.5,27.5,56.5,27.5,29.8,"28.0"
"Adams, Riley","656180","2023",".281",".353",".324","89.9","18.1",5,41,"101.2133664","94.80910202",71.2,17.7,34.4,50.5,81.8,41.1,28.3,52.9,41,26,33,70.3,25,34,"26.2"
"Chapman, Matt","656305","2023",".337",".426",".341","93.4","18.5",17.1,56.4,"103.539639884","96.813201603",66.6,27.2,18.9,45.6,72.8,42.7,31.1,43.3,36.7,37.9,25.4,60.5,30.6,23.1,"28.5"
"Fairchild, Stuart","656413","2023",".314",".377",".334","85.9","14.3",7.7,29.7,"97.468722267","92.766466376",75.6,24.9,24.4,64.3,75.1,42.2,33.9,51.1,51,27.1,21.9,65.9,28.4,23.9,"29.2"
"Garrett, Stone","656448","2023",".345",".461",".403","91.1","17.3",9.6,48.4,"102.21494641","95.483708974",75.1,23.8,33.6,49.2,76.2,43,32.6,52.8,33.1,39.5,27.4,65.3,29.3,29.9,"28.5"
"Joe, Connor","656582","2023",".329",".377",".338","88.9","16.7",8.2,41.8,"100.015548477","94.249815814",59.1,17.3,19.6,43,82.7,44.2,23.6,39.5,37.2,38.8,24,64.2,25.3,28,"27.1"
"McKinstry, Zach","656716","2023",".312",".359",".325","87.2","17.8",7.6,33.5,"97.726678239","92.940971652",68.1,11.8,27.1,40.3,87.3,40.8,20.4,47.3,30.6,40.4,28.9,57.5,34,26.1,"28.5"
"Mullins II, Cedric","656775","2023",".289",".327",".300","88.9","21.6",6.5,37.1,"98.843959934","93.556146126",70.8,18.9,26.7,41.5,80.2,42.5,24.8,49.6,44.5,36.8,18.7,65.4,31.3,19,"28.0"
"O'Hearn, Ryan","656811","2023",".321",".397",".340","91.9","12",10.1,51.5,"101.483905448","95.348954007",72.1,13.9,30.9,43.3,86.1,42.7,23.3,50.7,38.4,34,27.6,63.5,27.6,23.9,"27.7"
"Rivera, Emmanuel","656896","2023",".312",".355",".333","90.7","11.2",5.9,46.3,"100.267371553","94.647965854",68.6,16.3,27.1,50,83.7,40.7,26.7,46.7,32.2,40,27.8,60.1,24.9,28.3,"27.1"
"Schwarber, Kyle","656941","2023",".364",".460",".345","92.4","19",16.4,48.8,"103.398490108","96.18179379",55.8,22.5,21.6,52.1,77.1,42.8,31.5,37.7,52.5,32.7,14.7,57.1,33.8,20.1,"25.0"
"Smith, Pavin","656976","2023",".330",".342",".298","89.9","13.8",7.5,41.8,"99.896326164","94.182208207",58.1,10.2,23.2,44,89.8,44.3,20.1,40.4,32.9,46.6,20.5,55.3,26.7,21.9,"26.2"
"Thomas, Lane","657041","2023",".319",".403",".351","88.5","10.8",9.6,40.7,"100.191573957","94.319062004",61.1,12.6,27.2,44.7,87.4,41.1,23,43.6,47.7,33.3,19,60.4,23.5,25.9,"29.3"
"Verdugo, Alex","657077","2023",".331",".358",".335","89.2","8.8",5,37.6,"99.116993728","93.701176864",57.5,8.2,22.2,37.4,91.7,44.7,15.6,40.9,34.9,39.5,25.5,58.4,23.1,27.1,"27.3"
"Wong, Connor","657136","2023",".274",".378",".329","89.1","15.5",9.1,37.8,"100.083071271","94.144066723",70.7,22.5,34.5,52.9,76.2,44.7,32.3,52.8,42.7,33.6,23.7,66,25.3,22.4,"28.3"
"DeJong, Paul","657557","2023",".278",".368",".325","85.5","16.8",6.7,33.2,"97.657692047","92.870460632",71.3,23.9,35.8,57.3,76.1,43,35.4,53.2,43.9,26.1,30,68.3,28.1,21.7,"26.8"
"Laureano, Ramón","657656","2023",".307",".381",".339","88.2","12.9",9.7,35.9,"98.923313496","93.530379634",66.1,16.3,27,60.9,83.5,42.3,29,46.8,42.3,31.5,26.2,61.9,25.4,21.8,"27.9"
"Sheets, Gavin","657757","2023",".267",".291",".263","88.1","16.9",5.2,32.5,"98.4138068","93.281118675",68.1,14.3,29.7,36,85.7,41.8,21.7,47.4,47.4,31.7,20.9,56.4,26.1,23.7,"26.5"
"Olivares, Edward","658668","2023",".338",".377",".330","87.3","12.2",7.9,37.7,"99.121503973","93.605326233",70.8,13.5,31,44.1,86.5,40.7,22.9,50.7,42.1,32.2,25.7,64.6,24.7,22.9,"28.6"
"Moncada, Yoán","660162","2023",".314",".425",".377","89.4","12.3",10.1,39,"99.983863509","94.177039383",66.1,21.1,28.2,52.5,78.9,43.5,30.7,46.8,44.3,35.1,20.6,63,23.7,29.8,"26.4"
"Ohtani, Shohei","660271","2023",".427",".543",".412","94.4","13.2",19.6,54.2,"105.748559101","97.769057809",70.5,24,29.7,48.5,76,42.5,32.3,48.2,37,37.8,25.2,57.9,30.3,22.7,"27.8"
"Acuña Jr., Ronald","660670","2023",".460",".493",".411","94.7","7.4",15.3,55.2,"106.368689571","98.157029125",70.7,14.4,22.6,31.8,85.6,40.7,18.7,46.2,37,40,23,58.7,22.4,26.2,"28.0"
"Ruiz, Keibert","660688","2023",".322",".333",".308","87.4","15.3",5.8,31.9,"97.263733176","92.681495075",66.6,8,36.5,25.1,92,43.1,14.3,51.1,45.2,36.2,18.6,60.1,24.6,26.1,"25.1"
"Montero, Elehuris","660707","2023",".254",".363",".330","88.3","9.9",6.8,44.3,"101.047431818","94.674275852",65.7,20.3,43.2,61.8,79.7,39.6,39.3,53,39.8,35.2,25,68.4,23.3,25,"26.6"
"Gonzalez, Oscar","660757","2023",".271",".349",".322","88.5","6.4",7.8,40.6,"100.566461094","94.38657622",71.2,21.6,48.8,41,78.4,42.2,30.4,59,30.5,39.1,30.5,68.9,21.1,23.4,"28.0"
"Sánchez, Jesús","660821","2023",".353",".449",".383","90.4","5.6",12.2,46.3,"103.172158492","95.857175913",68.8,21.1,31.4,47.5,78.9,43.5,30.1,48.9,32.9,33.7,33.3,55.1,18,26.3,"27.5"
"Contreras, William","661388","2023",".335",".379",".331","91.3","4.7",9.4,48.7,"103.241329369","96.097846496",62.6,21,24.7,44.6,79,42.7,28,43.2,32.6,39.6,27.8,60.9,20.4,19.9,"26.5"
"Varsho, Daulton","662139","2023",".302",".357",".312","87.8","20.5",7.3,36.1,"99.853027513","94.005486074",70.6,16.9,28.1,44.9,81.8,44.4,24.5,50.1,48,30.6,21.5,61.3,31.1,21.5,"28.1"
"Perkins, Blake","663368","2023",".279",".312",".287","85.8","14.8",5.1,29.3,"96.112014167","92.145352105",55.3,18.8,16.8,37.3,79.7,42.5,22.9,36.7,38.4,29.3,32.3,56.5,29.3,16.2,"30.0"
"Nootbaar, Lars","663457","2023",".356",".390",".345","89.1","7.2",8.8,37.8,"100.334219085","94.369985457",53.4,13.2,17.1,34.3,86.1,45.2,18.2,35.5,32,42.9,25.1,55.3,23,22.4,"27.8"
"Nevin, Tyler","663527","2023",".305",".329",".289","89.3","13.7",7,38,"98.360963056","93.498421127",69,17,22.7,41.2,83,39.9,22.7,46.6,28.2,38,33.8,67.6,33.8,14.1,"25.7"
"Hoerner, Nico","663538","2023",".311",".313",".314","86.6","10.5",1.8,33.4,"97.320472852","92.695131651",60.5,6.7,30.5,24,93,41.4,12.4,45.6,30.6,40.6,28.8,62.2,20.3,25.5,"28.5"
"Riley, Austin","663586","2023",".365",".452",".372","92.3","13.5",13.9,49.2,"103.384251814","96.274145591",69.9,20.9,27.3,44.6,79.1,40.9,27.8,48.2,38.7,37.9,23.4,61.2,28.6,23.8,"28.1"
"Madrigal, Nick","663611","2023",".294",".291",".302","86.2","3.7",0.8,27.5,"95.88199459","91.943884016",59.5,4,29.6,20.9,95.7,42.4,9.4,45,29.9,44.2,25.9,59.5,16.7,23.5,"28.0"
"Larnach, Trevor","663616","2023",".323",".443",".352","90.1","17.5",13.3,49.6,"101.88501386","95.488486549",63.5,24.5,23.1,62.7,75.5,40,36.5,41,38.9,42.5,18.6,55,38.1,23,"26.7"
"Mountcastle, Ryan","663624","2023",".356",".433",".361","91.4","12",12.1,44.9,"102.167820745","95.45427677",73.6,17.5,38.7,45.6,82.5,41.9,28.3,54.7,31.3,39.3,29.4,66.7,26.3,25.1,"28.2"
"McKenna, Ryan","663630","2023",".276",".347",".329","91","13",6.9,40.2,"100.293034146","94.525848049",76,20.2,31,66.7,77.2,41,33.9,53.2,33.3,39.1,27.6,69.8,27.6,21.8,"28.7"
"Hayes, Ke'Bryan","663647","2023",".324",".385",".347","92.2","13.2",7.4,48.3,"101.67326359","95.450846324",61,10.7,30.7,41.2,89.3,42,21.2,45.6,27,41.7,31.3,61.5,26.2,24.9,"27.1"
"Tucker, Kyle","663656","2023",".386",".412",".346","90.2","14.8",10.6,45.9,"100.798373008","94.831132546",71.8,12.6,21.6,38.7,87.3,43.1,18.5,47,44.1,32.7,23.2,62.5,32.7,24.2,"26.6"
"India, Jonathan","663697","2023",".339",".374",".329","89.5","15.2",7.7,38.6,"99.676934286","94.0396352",56.9,15.2,19.6,42.3,84.8,43,22,38.6,41.5,31.3,27.3,58.8,29.3,24.7,"27.8"
"Raleigh, Cal","663728","2023",".330",".422",".336","89.5","20.3",12.6,41,"101.028271404","94.749354873",70.9,21.2,31.4,47,78.8,41.3,29.9,49.7,50.8,29.2,19.9,57.6,35.1,22.2,"27.0"
"Fortes, Nick","663743","2023",".266",".288",".267","88.2","13.9",3.8,35,"98.518887881","93.393950383",65.3,11.1,25.6,30.6,87.6,40.8,16.5,45.5,40.8,36.7,22.5,62.2,25,17.9,"27.6"
"Grisham, Trent","663757","2023",".322",".385",".325","90.3","18.3",11.9,40,"100.701927386","94.880503967",60.3,22.1,21.6,46.5,76.6,43.4,28.3,41.6,43.8,33.8,22.5,55.1,28.1,23.8,"27.7"
"Vierling, Matt","663837","2023",".322",".371",".348","89.1","9.1",4.6,42.8,"100.577331105","94.490701519",59.1,13.2,28.5,33.1,86.5,42.7,19.3,44.3,32,34.4,33.6,64.3,20.3,23.8,"29.1"
"Rivas III, Alfonso","663845","2023",".282",".350",".320","89.2","11.1",6.7,38.7,"99.241921351","93.848616164",60.8,17.8,22,57.1,81.6,44.8,27.4,42.7,36,37.3,26.7,59.3,29.3,30.7,"26.9"
"Stephenson, Tyler","663886","2023",".314",".385",".343","89.4","8.9",7.6,43.5,"100.030744788","94.357020636",61.8,19.7,24.1,50,80.3,43.4,28.4,42.5,36.6,35.6,27.8,63.8,23.3,24.5,"26.9"
"Rodgers, Brendan","663898","2023",".321",".378",".333","88.3","4.8",10.9,40.1,"99.673456471","93.922127574",65.4,14.2,30,51,85.8,43.2,25.4,48.1,29.9,45.3,24.8,63.5,23.4,20.4,"26.3"
"Lowe, Nathaniel","663993","2023",".339",".386",".356","89.8","7.2",6.5,41.6,"101.145951991","94.820277484",67.2,14.1,20.8,41.4,85.9,43.6,20.6,43.8,28.4,41.9,29.7,56.5,20.2,26.7,"27.3"
"Happ, Ian","664023","2023",".350",".392",".345","89.9","13",9,39,"99.676936326","94.121891884",66.9,18.3,22.9,44.6,81.4,44.6,25.2,44.4,37.2,36.7,26.1,59.5,25.6,25.6,"27.7"
"France, Ty","664034","2023",".342",".367",".336","87.5","13.7",6.8,38.6,"99.277871319","93.765945224",74,10.9,33.3,45.1,89.1,44,21.9,53.2,39.7,38.6,21.7,60.6,23.1,26.5,"25.0"
"Lowe, Brandon","664040","2023",".341",".420",".342","91.4","16",10.7,47.5,"101.419435954","95.219077088",75.3,19.6,30,60.4,80.4,42.4,32,51.6,47.1,37.9,14.9,65.6,30.7,20.3,"27.3"
"Bader, Harrison","664056","2023",".288",".321",".289","85.9","17.8",5.3,31.7,"97.622516107","92.819025115",63.3,13.6,35.6,41.9,86.1,39.7,24.6,48.5,38.5,37.4,24.2,59.3,30.9,21.5,"28.8"
"Haggerty, Sam","664059","2023",".324",".318",".327","85.9","12.1",1.3,26.7,"96.15900973","92.082525811",73,15.1,24.9,39.6,84.9,43.3,21.6,48.2,48,28,24,65.7,21.3,28,"29.2"
"Moore, Dylan","664238","2023",".317",".430",".330","89","21.4",16.9,44.9,"100.440584889","94.544615618",63.5,23.5,28.5,55.7,76.5,43.3,33.4,46,44.9,34.8,20.2,61.8,30.3,25.8,"27.7"
"Straw, Myles","664702","2023",".272",".293",".300","86.3","9.4",0.5,23.3,"95.141368287","91.593212265",60,11.4,23.9,22.4,88,43.7,14,44,23.9,40.3,35.8,62.9,20.7,25.5,"29.2"
"Isbel, Kyle","664728","2023",".289",".331",".307","89.4","14.6",5.5,39.8,"99.280896261","93.847228522",63.5,11,28.7,43.2,89,44.5,20.5,46.9,36.9,39.4,23.7,61.3,26.3,21.6,"27.6"
"Bohm, Alec","664761","2023",".343",".377",".345","89.4","11.1",5.7,41.7,"100.435445021","94.400147213",68.9,11.9,30,32.8,88.1,43.5,18.1,49.8,28.3,42.1,29.6,60.2,23.8,28.5,"26.6"
"Wade Jr., LaMonte","664774","2023",".363",".386",".337","88.4","17.4",9.1,39.8,"99.530093174","93.945744444",62,12.4,17.9,48.4,87,41.2,20.7,39.5,43,30.7,26.3,59.1,28.7,23.7,"26.0"
"Zavala, Seby","664874","2023",".246",".348",".313","87.5","14.9",5.5,36.7,"97.657285556","92.931823645",71.2,26.5,36.3,63,72.8,41.5,38.4,54.3,41.3,40.4,18.3,68.9,30.3,23.9,"26.4"
"Brown, Seth","664913","2023",".322",".408",".334","90.5","16.4",12.2,46.5,"101.550084098","95.093750082",71.3,17.5,31.1,60.3,82.1,42.7,31.3,50.3,42.9,35.5,21.6,59.9,34.7,20.4,"27.3"
"McCarthy, Jake","664983","2023",".293",".319",".313","85.3","7.5",2.3,23.7,"95.717509423","91.881453188",71,11.4,31.6,44.4,86.3,46.4,21.7,51.1,40.2,30.1,29.7,63.5,19.2,21,"30.0"
"Clemens, Kody","665019","2023",".268",".337",".310","90.4","15.2",6.1,40.4,"99.1065508","94.157477879",63.4,20.7,30.1,44.8,78.8,38.9,27.9,47.6,40.4,38.4,21.2,62.2,30.3,24.2,"27.5"
"Walsh, Jared","665120","2023",".225",".300",".262","86.1","18.4",6.8,32.2,"98.135964828","93.156894386",66.2,36.1,27.4,66.2,63.3,43.1,45.3,46.2,57.6,22,20.3,57.8,28.8,25.4,"26.2"
"Maton, Nick","665155","2023",".285",".310",".269","86.1","18.2",8.4,31.5,"97.063386705","92.575397771",67.5,23.3,25.9,49.1,76.2,42.1,31.2,45.1,37.4,36.9,25.7,61.4,40.8,17.3,"27.2"
"Peña, Jeremy","665161","2023",".305",".348",".334","88","5.5",4,35.8,"99.143524796","93.690137489",73.2,13.3,35.9,54.9,86.4,41.4,28.3,53.2,41.8,35.6,22.7,64.1,18.9,22.9,"29.4"
"Tatis Jr., Fernando","665487","2023",".364",".439",".371","91.9","11",11,49.3,"102.94128633","96.024566651",78.7,22.5,32.3,47.9,77.2,43.9,30.5,54.1,39.5,42.7,17.8,63.1,25.1,21.2,"29.3"
"Guerrero Jr., Vladimir","665489","2023",".378",".408",".359","92.1","10.5",11.1,49.2,"104.050992964","96.528144743",74.2,15.3,28.8,41.1,84.7,41.5,23,50.6,38.3,39.9,21.7,62.1,21.7,26.1,"26.4"
"Soto, Juan","665742","2023",".408",".446",".367","93.2","6.7",13,55.3,"104.484350409","97.215905977",57.8,14.2,16.6,39.5,85.5,41.8,20.4,35.8,35.5,43.1,21.3,55.5,25.2,18.9,"26.8"
"Taveras, Leody","665750","2023",".319",".379",".352","90.1","10.2",7.2,43.1,"100.592817638","94.514120854",70.9,16,28.2,44.5,83.3,41.8,24.2,49.4,28.7,42.1,29.2,62.6,22.7,26.4,"29.1"
"Amaya, Miguel","665804","2023",".332",".381",".332","87","18.6",9.7,33.3,"98.56994087","93.346325055",64.4,17.4,28.2,50,82.1,41.7,27.3,46.3,40.9,34.4,24.7,60.3,35.5,18.3,"26.0"
