#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
1,Mookie Betts,LAD,R,2B/OF,2B/SS/ OF,150,673,571,115.4,32.4,90.5,14.3,160.8,85.9,40.9,1.6,302.0,106.3,80.2,9.0,4.2,6.4,3.8,0.281,0.371,0.529,0.900,0.294,13611
2,Marcus Semien,TEX,R,2B,2B,150,663,590,100.3,26.7,79.7,15.4,157.3,96.9,30.5,3.2,274.2,108.2,58.6,4.8,4.2,6.2,4.4,0.267,0.333,0.465,0.798,0.284,12533
3,Kyle Schwarber,PHI,L,OF,OF,150,654,539,103.9,39.2,86.9,5.5,121.0,62.3,17.9,1.5,259.6,189.1,100.6,6.5,4.2,5.7,1.9,0.224,0.349,0.482,0.830,0.259,16478
4,Gunnar Henderson,BAL,L,SS/3B,SS/3B,152,654,574,96.2,27.8,84.6,10.9,150.1,84.2,32.2,5.9,277.5,156.6,66.3,5.2,4.9,2.0,4.3,0.261,0.339,0.484,0.823,0.310,683002
5,Luis Arraez,MIA,L,2B,1B/2B,151,653,588,88.9,9.2,61.8,5.5,186.0,145.5,28.0,3.3,248.3,46.0,49.9,4.6,4.2,5.5,2.3,0.316,0.368,0.422,0.790,0.329,650333
6,Trea Turner,PHI,R,SS,SS,150,648,591,88.4,21.2,78.5,24.0,164.6,106.2,33.6,3.7,269.2,128.7,44.7,5.1,4.6,4.0,5.2,0.279,0.331,0.455,0.786,0.322,16252
7,Alex Bregman,HOU,R,3B,3B,150,648,552,94.9,23.6,84.6,3.0,146.9,90.0,31.0,2.3,253.4,82.4,81.5,8.6,4.8,1.5,1.2,0.266,0.366,0.460,0.826,0.274,17678
8,Freddie Freeman,LAD,L,1B,1B,150,648,557,97.5,25.3,95.5,12.9,168.3,100.2,41.2,1.5,288.5,107.3,73.5,9.3,4.8,2.2,4.2,0.302,0.387,0.518,0.906,0.333,5361
9,Ketel Marte,ARI,S,2B,2B,150,647,568,89.9,20.4,76.8,6.9,156.5,100.5,29.6,6.0,259.2,111.3,64.8,5.9,4.6,4.0,2.5,0.276,0.351,0.457,0.808,0.309,13613
10,Juan Soto,NYY,L,OF,OF,151,647,508,109.3,37.4,103.2,11.2,144.9,77.6,28.5,1.4,288.4,104.7,124.1,3.9,4.7,3.2,4.3,0.285,0.422,0.567,0.989,0.290,665742
11,Julio Rodriguez,SEA,R,OF,OF,151,647,579,98.2,31.9,89.5,30.1,163.1,89.8,38.8,2.5,302.6,147.2,49.7,9.2,4.5,4.2,10.2,0.282,0.343,0.522,0.866,0.324,677594
12,Paul Goldschmidt,STL,R,1B,1B,150,647,554,92.6,26.3,82.8,7.8,149.1,92.0,30.1,0.6,259.4,147.3,78.9,5.1,4.7,3.5,2.6,0.269,0.360,0.468,0.828,0.319,9218
13,Nico Hoerner,CHC,R,2B/SS,2B/SS,148,645,579,84.9,11.2,59.5,30.8,163.5,120.9,27.4,4.0,232.6,77.9,46.4,10.3,4.3,5.3,8.8,0.283,0.342,0.402,0.744,0.308,663538
14,Austin Riley,ATL,R,3B,3B,151,645,574,96.0,34.8,109.9,2.4,158.9,92.1,29.9,2.1,297.5,155.3,56.1,10.3,4.9,0.9,1.1,0.277,0.349,0.519,0.868,0.319,663586
15,Rafael Devers,BOS,L,3B,3B,150,644,567,100.0,34.7,98.8,4.7,162.2,92.4,34.2,1.0,302.4,123.7,60.2,7.7,4.6,3.5,2.2,0.286,0.358,0.533,0.891,0.309,646240
16,Bobby Witt Jr.,KC,R,SS,SS,151,644,588,95.3,29.3,88.5,40.3,164.3,99.3,28.6,7.1,295.2,111.6,40.5,5.8,4.6,4.0,13.5,0.279,0.327,0.502,0.828,0.299,677951
17,Brandon Nimmo,NYM,L,OF,OF,147,643,551,97.5,18.9,67.5,5.7,148.7,93.2,31.8,4.8,246.8,130.6,73.8,11.1,4.0,6.1,2.1,0.269,0.363,0.448,0.811,0.320,12927
18,Ronald Acuna Jr.,ATL,R,OF,OF,142,643,550,122.6,35.4,97.2,46.4,175.8,106.5,31.3,2.6,318.6,99.1,74.4,9.7,4.0,6.1,12.0,0.320,0.405,0.580,0.984,0.335,660670
19,CJ Abrams,WSH,L,SS,SS,152,642,586,81.8,17.5,66.6,36.6,153.1,97.2,33.5,4.8,248.9,115.1,33.1,11.7,4.3,5.7,10.4,0.261,0.308,0.424,0.732,0.296,682928
20,Corbin Carroll,ARI,L,OF,OF,147,642,561,95.6,24.1,77.3,39.0,153.1,96.0,25.1,7.9,266.3,130.5,61.0,11.1,4.3,4.8,10.7,0.273,0.351,0.475,0.826,0.314,682998
21,Jose Ramirez,CLE,S,3B,3B,150,641,560,93.4,27.1,87.4,22.8,158.3,88.3,39.1,3.8,286.3,79.3,70.6,5.4,4.9,1.1,6.4,0.283,0.366,0.511,0.877,0.286,13510
22,Christian Yelich,MIL,L,OF,OF,150,640,547,84.4,19.5,72.0,20.6,144.1,93.7,28.8,2.0,235.5,146.2,83.7,5.1,4.6,2.8,5.2,0.264,0.364,0.431,0.795,0.323,11477
23,Matt Olson,ATL,L,1B,1B,150,640,543,104.5,39.8,110.4,1.2,146.7,77.1,28.2,1.6,297.7,144.4,86.0,5.8,4.4,1.5,0.5,0.270,0.373,0.548,0.921,0.294,14344
24,Kyle Tucker,HOU,L,OF,OF,151,639,559,96.7,32.7,103.4,25.4,160.4,97.0,27.2,3.5,292.8,95.8,70.6,3.2,4.6,1.2,6.5,0.287,0.367,0.524,0.891,0.293,663656
25,Bryan Reynolds,PIT,S,OF,OF,148,639,563,88.7,23.7,77.8,8.8,151.4,93.7,30.0,4.0,260.6,137.8,60.0,9.0,4.6,4.1,3.4,0.269,0.345,0.463,0.808,0.314,668804
26,Bo Bichette,TOR,R,SS,SS,148,637,588,89.4,23.8,84.2,11.2,171.4,106.8,38.5,2.2,285.8,123.3,36.2,4.0,4.6,3.9,3.9,0.292,0.332,0.486,0.818,0.331,666182
27,Vladimir Guerrero Jr.,TOR,R,1B,1B,151,636,556,91.3,30.3,96.3,6.3,156.3,91.3,34.2,0.6,282.4,94.9,66.9,6.9,4.8,1.1,2.7,0.281,0.362,0.508,0.870,0.289,665489
28,Shohei Ohtani,LAD,L,DH,DH,145,635,533,105.5,37.5,100.4,18.7,145.9,74.0,29.2,5.2,297.9,157.7,87.3,5.1,4.6,3.5,6.8,0.274,0.375,0.559,0.935,0.317,6602710
29,Randy Arozarena,TB,R,OF,OF,151,634,554,83.4,22.8,81.2,23.3,142.9,87.7,29.5,2.9,246.6,159.5,64.0,11.9,4.7,1.1,9.3,0.258,0.345,0.445,0.791,0.319,668227
30,Ha-Seong Kim,SD,R,2B/SS/ 3B,2B/SS/ 3B,151,632,555,78.4,16.5,63.6,25.5,137.2,91.8,27.7,1.3,216.9,123.0,64.7,5.6,4.8,3.2,7.8,0.247,0.329,0.391,0.719,0.287,673490
31,Francisco Lindor,NYM,S,SS,SS,150,630,558,83.8,25.4,84.2,19.8,142.6,85.8,29.2,2.3,252.5,123.0,59.9,8.9,4.7,1.4,6.3,0.255,0.335,0.452,0.788,0.283,12916
32,Spencer Torkelson,DET,R,1B,1B,151,628,547,81.3,29.0,85.0,2.6,132.0,76.6,25.0,1.4,246.6,145.9,68.6,6.7,4.7,1.4,1.2,0.242,0.330,0.451,0.782,0.274,679529
33,Xander Bogaerts,SD,R,SS,SS,150,627,556,78.6,18.8,77.1,11.5,153.5,102.6,30.7,1.5,243.5,113.8,57.1,6.7,4.3,3.9,3.5,0.276,0.347,0.438,0.784,0.315,12161
34,J.P. Crawford,SEA,L,SS,SS,150,627,534,84.7,12.8,59.2,3.9,137.9,86.8,37.3,0.9,215.6,108.5,76.3,6.9,4.1,5.4,1.5,0.258,0.352,0.404,0.756,0.300,15491
35,Ian Happ,CHC,S,OF,OF,151,627,539,77.4,20.2,75.5,10.3,135.0,85.4,26.8,2.5,227.6,149.2,75.9,6.4,4.7,1.0,4.0,0.251,0.347,0.422,0.769,0.307,664023
36,Fernando Tatis Jr.,SD,R,OF,OF,145,627,555,97.5,33.7,87.5,24.9,154.1,86.4,32.7,1.4,290.8,134.4,59.7,4.5,4.4,4.2,7.4,0.278,0.348,0.524,0.872,0.307,665487
37,Ozzie Albies,ATL,S,2B,2B,145,623,565,93.1,27.0,90.8,12.1,158.0,94.5,32.8,3.7,279.2,103.5,44.1,5.7,4.5,3.7,4.0,0.279,0.334,0.494,0.828,0.298,16556
38,Jose Altuve,HOU,R,2B,2B,140,623,544,98.2,23.9,74.8,14.8,148.5,92.6,30.4,1.6,253.7,101.0,62.4,6.6,3.9,5.9,4.8,0.273,0.350,0.466,0.816,0.295,5417
39,Steven Kwan,CLE,L,OF,OF,147,623,547,83.2,8.5,55.5,17.6,153.3,106.1,33.6,5.0,222.5,66.9,62.0,5.0,3.9,5.8,5.2,0.280,0.353,0.407,0.760,0.305,680757
40,Lane Thomas,WSH,R,OF,OF,151,621,559,77.1,21.8,71.2,14.3,138.6,83.0,31.2,2.5,240.3,156.4,45.7,7.0,4.3,4.3,5.6,0.248,0.308,0.429,0.737,0.303,657041
41,Adolis Garcia,TEX,R,OF,OF,148,621,562,79.5,30.4,93.3,12.7,136.2,77.7,26.5,1.6,257.0,178.1,48.9,6.5,4.3,1.0,4.5,0.243,0.308,0.458,0.766,0.296,666969
42,Christian Walker,ARI,R,1B,1B,150,619,546,78.3,27.1,90.7,5.3,138.9,83.3,26.7,1.9,250.6,128.1,60.5,7.0,4.2,0.9,2.2,0.254,0.334,0.459,0.793,0.283,13419
43,Pete Alonso,NYM,R,1B,1B,150,619,541,88.2,38.9,104.2,3.7,134.7,71.5,22.8,1.5,277.1,135.3,63.4,12.4,4.2,0.9,1.6,0.249,0.340,0.512,0.853,0.258,624413
44,Andres Gimenez,CLE,L,2B,2B,150,619,557,75.1,18.3,72.5,25.5,147.9,92.8,33.2,3.7,243.3,115.3,37.1,17.5,4.5,3.3,7.6,0.266,0.327,0.437,0.764,0.303,665926
45,Manny Machado,SD,R,3B,3B,148,615,551,81.7,29.7,92.3,5.6,148.5,90.1,27.8,0.9,267.1,118.4,56.3,3.2,4.3,1.1,2.2,0.269,0.338,0.485,0.823,0.292,11493
46,Gleyber Torres,NYY,R,2B,2B,148,612,542,81.5,23.9,83.0,13.2,146.5,95.1,25.9,1.7,247.5,106.5,57.4,3.8,4.7,2.1,5.1,0.270,0.339,0.456,0.796,0.294,16997
47,Alec Bohm,PHI,R,1B/3B,1B/3B,150,612,557,74.0,18.8,79.0,4.6,154.6,104.3,30.3,1.2,243.5,108.1,43.5,5.4,4.3,2.4,2.0,0.277,0.333,0.437,0.770,0.312,664761
48,Willy Adames,MIL,R,SS,SS,148,610,538,74.5,25.0,78.7,6.8,128.8,73.9,28.4,1.5,235.3,156.1,63.1,3.8,4.8,2.1,3.1,0.239,0.320,0.437,0.757,0.287,642715
49,Aaron Judge,NYY,R,OF,OF,141,609,503,103.2,42.5,100.6,7.4,136.3,73.0,20.2,0.6,285.1,163.0,92.3,4.4,4.5,2.2,2.7,0.271,0.383,0.567,0.950,0.311,15640
50,Nolan Jones,COL,L,OF,1B/OF,147,608,524,80.6,23.0,79.2,15.7,138.9,88.1,24.1,3.7,239.4,175.1,69.7,5.5,4.6,1.3,5.9,0.265,0.352,0.457,0.810,0.351,666134
51,Nick Castellanos,PHI,R,OF,OF,148,606,558,72.9,22.3,81.9,6.9,145.7,89.1,32.7,1.5,248.3,150.8,37.0,4.8,4.4,2.4,2.8,0.261,0.310,0.445,0.755,0.317,11737
52,Oneil Cruz,PIT,L,SS,SS,141,603,533,82.3,25.1,75.2,21.0,133.3,77.9,26.3,4.1,243.0,155.9,57.9,4.8,3.8,5.5,7.2,0.250,0.325,0.457,0.782,0.304,665833
53,Andrew Benintendi,CHW,L,OF,OF,145,600,534,72.9,11.0,56.8,10.8,143.0,97.6,32.5,1.9,212.4,96.5,53.6,3.6,4.0,4.8,4.1,0.268,0.333,0.398,0.731,0.307,17901
54,Andrew Vaughn,CHW,R,1B,1B,151,600,543,74.0,24.4,82.3,0.9,143.2,83.1,34.0,1.6,253.6,120.3,41.1,9.2,4.7,2.0,0.4,0.264,0.322,0.467,0.790,0.295,683734
55,Yordan Alvarez,HOU,L,OF,OF,141,597,503,98.5,38.2,109.5,1.3,151.1,85.5,25.3,2.2,295.2,117.7,77.7,9.7,4.4,2.6,0.6,0.301,0.399,0.587,0.987,0.322,670541
56,Bryce Harper,PHI,L,1B,1B,142,595,501,88.6,29.8,93.5,11.9,144.2,83.2,29.8,1.4,266.3,129.9,84.8,5.4,4.5,0.8,4.1,0.288,0.394,0.531,0.925,0.330,11579
57,Thairo Estrada,SF,R,2B/SS,2B/SS,143,595,542,69.7,16.6,63.4,21.5,140.2,99.7,21.5,2.3,216.1,117.1,34.3,10.9,4.3,3.6,7.5,0.258,0.311,0.398,0.709,0.299,642731
58,Michael Harris II,ATL,L,OF,OF,150,595,547,84.1,23.4,88.1,22.1,159.7,97.1,36.2,3.0,272.0,114.5,34.7,6.5,4.3,3.2,6.7,0.292,0.338,0.497,0.835,0.330,671739
59,Dansby Swanson,CHC,R,SS,SS,148,594,530,69.8,19.8,70.9,9.7,133.2,87.1,24.2,2.1,221.0,144.6,51.8,4.7,4.3,3.6,3.4,0.252,0.319,0.417,0.736,0.307,18314
60,Ezequiel Tovar,COL,R,SS,SS,150,594,548,71.2,17.2,68.0,12.6,144.6,96.5,27.7,3.2,230.2,140.6,30.1,5.2,4.6,4.6,5.0,0.264,0.303,0.420,0.724,0.323,678662
61,Ke’Bryan Hayes,PIT,R,3B,3B,141,593,539,71.3,15.6,69.5,16.4,142.9,94.2,28.4,4.7,227.5,121.4,44.9,3.6,4.4,1.8,5.7,0.265,0.323,0.422,0.744,0.313,663647
62,Matt McLain,CIN,R,2B/SS,2B/SS,141,592,520,80.9,23.3,77.8,17.0,133.8,71.9,35.4,3.1,245.4,153.4,58.7,8.2,4.5,1.4,6.9,0.258,0.339,0.472,0.811,0.318,680574
63,Luis Robert Jr.,CHW,R,OF,OF,144,591,542,78.8,30.1,88.0,17.1,145.2,78.7,35.4,1.0,272.9,150.6,33.3,9.0,4.5,1.1,5.9,0.268,0.318,0.504,0.821,0.314,673357
64,Nolan Arenado,STL,R,3B,3B,143,591,535,75.2,25.8,89.4,3.9,140.9,84.9,28.5,1.7,250.2,90.7,45.3,4.7,4.1,0.8,1.8,0.263,0.323,0.467,0.790,0.272,9777
65,Carlos Correa,MIN,R,SS,SS,141,590,519,76.5,20.3,72.9,0.8,135.2,84.4,28.8,1.8,228.3,123.9,62.3,4.7,4.1,1.8,0.4,0.261,0.343,0.440,0.783,0.303,14162
66,Jake Burger,MIA,R,3B,3B,145,590,536,72.3,26.4,82.3,2.0,133.8,80.7,24.3,2.4,242.1,158.6,39.1,8.8,4.5,1.4,0.9,0.249,0.308,0.451,0.759,0.302,669394
67,Adley Rutschman,BAL,S,C,C,140,588,496,87.2,19.3,66.9,3.0,135.3,83.3,31.5,1.2,227.0,92.4,77.3,5.0,4.2,3.9,1.3,0.273,0.370,0.458,0.828,0.299,668939
68,Riley Greene,DET,L,OF,OF,140,586,521,74.9,16.1,62.6,7.3,142.0,101.2,19.4,5.2,220.1,147.5,52.8,4.7,4.1,3.8,2.9,0.273,0.340,0.422,0.762,0.348,682985
69,Anthony Santander,BAL,S,OF,1B/OF,144,585,524,76.2,27.4,86.7,3.0,132.7,74.0,30.5,0.8,246.9,129.4,47.3,7.7,4.2,0.9,1.5,0.253,0.321,0.471,0.792,0.284,623993
70,Zack Gelof,OAK,R,2B,2B,144,585,521,70.9,19.4,61.4,18.8,122.8,73.1,28.8,1.5,212.9,166.7,50.3,4.6,4.2,3.7,7.1,0.236,0.304,0.409,0.713,0.305,680869
71,Anthony Volpe,NYY,R,SS,SS,149,585,515,72.4,20.6,69.8,21.9,117.8,69.6,24.4,3.3,210.6,142.8,52.4,7.3,4.6,4.4,7.4,0.229,0.304,0.409,0.712,0.273,683011
72,Evan Carter,TEX,L,OF,OF,145,583,499,74.1,16.2,67.5,15.1,126.1,79.3,26.6,3.9,209.1,147.0,70.7,6.4,4.2,3.8,6.6,0.253,0.349,0.418,0.767,0.323,694497
73,George Springer,TOR,R,OF,OF,138,582,514,80.7,23.6,72.6,13.6,132.6,81.0,26.3,1.7,233.2,111.5,52.4,6.2,3.7,5.3,4.2,0.258,0.328,0.454,0.782,0.285,12856
74,Yandy Diaz,TB,R,1B,1B,135,581,496,89.2,18.4,66.1,3.1,145.7,96.8,29.9,0.6,231.8,86.5,70.6,6.5,3.7,5.3,1.2,0.294,0.384,0.467,0.851,0.322,650490
75,Jeremy Pena,HOU,R,SS,SS,151,581,529,72.5,17.4,71.7,12.6,139.3,91.6,27.9,2.3,224.2,122.8,35.0,7.8,4.5,4.2,5.3,0.263,0.314,0.424,0.738,0.310,665161
76,Josh Jung,TEX,R,3B,3B,144,578,530,70.6,25.1,82.7,4.1,134.1,81.4,25.9,1.6,238.6,164.9,36.1,6.5,4.2,2.0,1.8,0.253,0.306,0.450,0.756,0.317,673962
77,Triston Casas,BOS,L,1B,1B,142,576,483,80.9,27.3,84.6,2.0,125.6,72.5,23.5,2.4,235.7,132.1,81.6,4.0,4.0,2.2,0.8,0.260,0.367,0.488,0.855,0.300,671213
78,Bryson Stott,PHI,L,2B,2B,147,575,520,65.9,13.8,64.8,18.6,139.1,96.5,26.5,2.2,211.6,99.6,44.1,4.6,4.5,2.4,6.4,0.267,0.327,0.407,0.734,0.305,681082
79,Josh Bell,MIA,S,1B,1B,142,573,497,73.1,21.0,70.5,1.2,128.3,84.2,21.7,1.3,215.7,111.3,64.4,4.2,4.2,2.6,0.5,0.258,0.344,0.434,0.777,0.290,13145
80,Mike Trout,LAA,R,OF,OF,137,572,492,84.7,32.5,88.0,2.7,127.9,68.4,25.1,1.9,254.4,161.6,65.7,8.1,4.3,1.6,1.0,0.260,0.352,0.517,0.869,0.315,10155
81,Spencer Steer,CIN,R,1B/3B/ OF,1B/2B/ 3B/OF,141,570,500,72.1,20.5,76.2,8.4,128.0,69.9,35.7,1.9,228.8,121.6,55.2,8.5,4.5,1.8,3.6,0.256,0.336,0.457,0.794,0.296,668715
82,Teoscar Hernandez,LAD,R,OF,OF,141,569,520,74.3,28.4,89.1,6.8,135.6,76.6,29.3,1.3,252.7,162.4,36.1,5.6,4.2,2.3,2.6,0.261,0.312,0.486,0.798,0.321,13066
83,Corey Seager,TEX,L,SS,SS,131,569,501,91.9,28.9,85.1,2.9,148.3,81.7,36.8,0.9,273.7,91.8,55.6,5.7,4.1,3.3,1.1,0.296,0.368,0.546,0.915,0.310,13624
84,Ryan McMahon,COL,L,2B/3B,2B/3B,144,568,496,68.2,20.7,70.7,6.9,121.2,77.6,20.7,2.2,208.4,163.4,59.5,4.0,4.5,1.8,3.0,0.245,0.325,0.420,0.746,0.318,15112
85,Seiya Suzuki,CHC,R,OF,OF,138,568,497,75.1,21.7,71.9,8.6,131.8,83.5,23.3,3.3,226.9,129.8,60.2,4.4,4.4,1.7,4.5,0.265,0.346,0.456,0.801,0.315,673548
86,Marcell Ozuna,ATL,R,DH,DH,142,567,508,78.2,30.1,90.8,1.4,130.3,75.3,23.9,1.0,246.6,131.6,50.0,4.1,4.5,1.9,0.6,0.256,0.325,0.485,0.810,0.286,10324
87,Masataka Yoshida,BOS,L,OF,OF,140,567,503,76.3,17.8,74.3,4.6,147.5,100.4,27.1,2.2,232.4,72.1,49.9,6.9,4.5,1.8,1.9,0.293,0.361,0.462,0.823,0.311,807799
88,Cody Bellinger,CHC,L,1B/OF,1B/OF,141,566,510,68.3,22.7,78.8,16.4,132.9,85.0,23.2,2.0,228.1,118.1,46.5,4.0,4.0,1.4,5.4,0.261,0.324,0.447,0.771,0.295,15998
89,Bryan De La Cruz,MIA,R,OF,OF,144,566,517,65.1,18.4,69.8,4.3,135.9,90.8,25.8,0.8,218.6,129.4,37.8,3.5,4.4,3.4,1.9,0.263,0.313,0.423,0.736,0.314,650559
90,Austin Hays,BAL,R,OF,OF,144,566,515,66.6,18.1,70.6,4.6,131.7,83.7,28.0,1.9,217.8,127.4,36.5,7.0,4.1,2.8,2.1,0.256,0.309,0.423,0.732,0.304,669720
91,Jung Hoo Lee,SF,L,OF,OF,141,565,506,71.4,10.6,57.0,8.0,146.6,102.7,29.6,3.7,215.3,51.6,46.1,5.1,3.5,5.5,3.0,0.290,0.350,0.426,0.776,0.304,808982
92,Jazz Chisholm Jr.,MIA,L,OF,OF,140,563,509,67.9,24.9,77.6,25.1,124.4,77.3,18.6,3.6,225.0,157.7,44.1,5.1,3.8,1.6,9.3,0.244,0.308,0.442,0.751,0.302,665862
93,Jorge Polanco,SEA,S,2B,2B/3B,137,561,493,69.9,20.1,67.5,5.9,120.8,71.8,28.2,0.6,210.6,130.3,57.2,4.7,4.2,1.3,2.5,0.245,0.326,0.427,0.753,0.290,13152
94,Maikel Garcia,KC,R,3B,SS/3B,144,561,502,67.3,7.8,51.8,20.9,135.6,99.2,25.7,2.9,190.3,113.4,46.1,3.5,4.3,4.4,7.9,0.270,0.330,0.379,0.709,0.332,672580
95,Jorge Soler,SF,R,OF,OF,138,560,488,71.5,28.4,79.0,1.4,117.9,70.0,18.8,0.8,223.4,141.6,62.2,5.4,3.9,1.7,0.7,0.242,0.331,0.459,0.790,0.279,14221
96,Josh Naylor,CLE,L,1B,1B,138,560,507,71.8,22.8,82.6,7.9,144.2,84.7,36.2,0.5,249.9,85.2,43.1,5.0,3.9,0.9,3.3,0.285,0.344,0.493,0.837,0.301,647304
97,Jordan Walker,STL,R,OF,OF,142,560,498,68.4,19.0,72.1,9.2,132.5,85.1,26.4,2.0,220.0,124.9,46.8,7.4,4.2,3.0,3.8,0.266,0.333,0.442,0.775,0.317,691023
98,Royce Lewis,MIN,R,3B,3B,136,559,501,75.9,26.1,79.3,11.8,133.3,79.6,26.0,1.6,240.8,127.4,47.8,6.3,4.3,1.0,4.7,0.266,0.336,0.480,0.816,0.305,668904
99,Ryan Mountcastle,BAL,R,1B,1B,138,555,500,70.7,24.1,76.9,4.1,130.5,82.8,22.3,1.3,227.7,136.5,44.2,4.4,3.9,1.8,1.7,0.261,0.322,0.455,0.778,0.310,663624
100,Edouard Julien,MIN,L,2B,2B,137,554,462,73.9,15.7,55.2,6.4,111.0,69.5,24.4,1.4,185.2,162.1,80.5,5.0,3.5,5.0,2.2,0.240,0.355,0.401,0.756,0.331,666397
101,Jeff McNeil,NYM,L,2B/OF,2B/OF,138,553,500,67.0,10.1,61.8,5.0,144.1,99.0,32.6,2.5,211.8,62.6,36.9,11.2,4.1,2.8,2.0,0.288,0.348,0.424,0.772,0.311,643446
102,Eugenio Suarez,ARI,R,3B,3B,142,552,479,63.6,20.0,65.7,1.6,110.6,69.0,20.7,0.9,193.1,162.5,58.1,8.4,4.1,2.3,0.7,0.231,0.321,0.403,0.724,0.301,12552
103,Luis Rengifo,LAA,S,2B/SS/ 3B/OF,2B/SS/ 3B/OF,138,552,499,72.1,19.1,66.6,8.6,130.2,85.1,22.2,3.9,217.4,98.3,39.8,6.1,4.1,3.1,3.7,0.261,0.319,0.435,0.754,0.288,650859
104,Rhys Hoskins,MIL,R,1B,1B,137,552,481,71.1,26.6,77.2,3.0,116.1,63.3,24.6,1.6,223.6,143.1,62.2,5.4,3.8,1.5,1.4,0.242,0.333,0.465,0.798,0.284,656555
105,Jarren Duran,BOS,L,OF,OF,138,552,494,69.9,14.2,60.3,24.1,127.6,79.7,29.4,4.3,208.2,141.3,42.4,6.1,3.6,4.8,6.6,0.258,0.319,0.421,0.740,0.331,680776
106,Justin Turner,TOR,R,1B,1B/3B,137,550,490,65.5,16.3,67.7,2.9,125.9,80.0,29.2,0.4,204.7,102.8,46.5,8.3,3.9,1.2,1.1,0.257,0.328,0.418,0.747,0.293,5235
107,Vinnie Pasquantino,KC,L,1B,1B,137,550,477,76.7,22.7,77.9,2.2,131.8,79.5,28.2,1.4,231.0,75.1,60.8,5.5,4.1,1.0,1.0,0.277,0.360,0.484,0.844,0.284,686469
108,Brandon Drury,LAA,R,1B/2B,1B/2B,138,547,502,67.2,23.4,77.3,2.7,125.3,72.7,27.0,2.2,226.8,135.6,32.1,6.7,3.9,2.0,1.3,0.250,0.300,0.451,0.751,0.293,11615
109,Anthony Rizzo,NYY,L,1B,1B,136,547,474,70.7,23.6,76.7,4.5,114.9,68.3,22.1,0.9,209.7,114.7,51.1,16.0,3.9,1.0,2.1,0.243,0.333,0.443,0.776,0.269,3473
110,TJ Friedl,CIN,L,OF,OF,134,547,480,74.6,17.2,60.8,19.5,123.1,77.3,23.3,5.2,208.4,96.6,49.4,9.4,3.6,4.7,6.6,0.256,0.332,0.434,0.767,0.286,670770
111,Trevor Story,BOS,R,SS,SS,134,545,488,65.1,18.3,65.7,20.4,114.5,69.3,25.5,1.4,197.6,155.2,44.5,6.7,4.1,1.2,6.3,0.234,0.304,0.406,0.709,0.302,12564
112,Jackson Chourio,MIL,R,OF,OF,140,541,495,62.6,17.0,61.7,33.1,125.8,82.5,24.2,2.1,205.0,118.3,34.2,4.2,4.4,4.4,13.5,0.255,0.304,0.414,0.718,0.299,694192
113,Matt Chapman,SF,R,3B,3B,141,540,469,61.5,19.5,63.8,3.6,107.6,66.3,19.8,2.0,189.7,155.5,59.9,6.3,3.8,2.0,1.6,0.230,0.322,0.405,0.727,0.296,16505
114,Isaac Paredes,TB,R,1B/3B,1B/2B/ 3B,137,540,465,71.4,25.4,77.3,1.4,114.6,65.3,23.0,0.9,215.6,93.5,60.5,9.6,4.3,1.7,0.6,0.247,0.342,0.464,0.806,0.254,670623
115,Elly De La Cruz,CIN,S,SS/3B,SS/3B,134,538,483,68.5,21.3,70.7,29.8,120.0,66.8,26.9,5.0,220.9,161.2,43.9,4.0,3.8,3.1,10.9,0.248,0.312,0.457,0.769,0.324,682829
116,Charlie Blackmon,COL,L,OF,OF,129,537,476,72.4,13.4,58.4,5.3,133.2,93.5,21.7,4.6,204.3,90.0,41.6,9.3,3.5,4.5,1.9,0.279,0.343,0.429,0.772,0.318,7859
117,Lourdes Gurriel Jr.,ARI,R,OF,OF,134,534,489,63.5,16.5,69.4,4.1,135.5,88.4,28.8,1.8,217.3,95.6,33.7,5.3,3.8,1.9,1.9,0.277,0.327,0.444,0.771,0.312,666971
118,Christopher Morel,CHC,R,OF,2B/OF,137,533,476,67.9,25.6,73.0,10.1,116.2,66.3,20.9,3.4,220.8,156.1,47.0,4.2,3.7,2.6,4.1,0.244,0.314,0.464,0.778,0.305,666624
119,Yoan Moncada,CHW,S,3B,3B,134,531,470,63.3,15.8,58.6,2.5,117.3,72.0,28.3,1.2,195.4,145.1,48.0,5.4,3.9,3.0,1.0,0.249,0.322,0.416,0.737,0.324,17232
120,DJ LeMahieu,NYY,R,1B/3B,1B/2B/ 3B,133,531,461,66.5,12.9,55.4,4.3,118.5,84.9,18.8,1.8,179.6,100.5,56.0,4.2,3.4,4.3,1.6,0.257,0.337,0.390,0.727,0.301,9874
121,Jeimer Candelario,CIN,S,1B/3B,1B/3B,134,530,471,65.4,20.1,72.7,4.0,118.6,64.8,32.0,1.6,214.2,121.9,46.9,7.3,3.7,1.2,1.8,0.252,0.326,0.455,0.782,0.296,13621
122,Jose Abreu,HOU,R,1B,1B,133,529,471,64.5,16.7,68.9,1.0,122.8,80.3,24.9,1.0,199.7,112.2,43.5,8.9,4.1,1.4,0.4,0.261,0.332,0.424,0.756,0.307,15676
