#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
584,Vinny Nittoli,OAK,RP,R,30.6,0.0,0.0,144.7,33.7,1.5,1.8,0,3,4.33,4.50,1.34,29.6,12.3,32.8,1.7,16.8,18.0,5,39.6,40.0,20.3,0.288,657697
585,Sam Bachman,LAA,RP,R,22.1,0.0,0.0,145.9,33.2,1.6,1.7,0,6,4.57,4.82,1.50,30.2,17.0,32.9,1.7,16.5,17.8,4,46.6,33.6,19.9,0.304,696147
586,Matt Barnes,WSH,RP,R,36.8,0.0,0.0,145.3,33.1,1.5,1.8,0,9,4.57,4.60,1.42,31.2,15.1,31.9,1.6,16.6,17.9,5,41.9,38.1,20.0,0.297,12863
587,Matt Bowman,MIN,RP,R,33.0,0.0,0.0,145.2,33.0,1.5,1.7,0,7,4.40,4.61,1.47,27.2,14.1,34.4,1.5,16.7,18.0,4,46.5,33.3,20.2,0.307,13528
588,Danny Duffy,TEX,RP,L,33.0,0.0,0.0,140.7,33.0,1.7,1.5,0,3,4.24,4.50,1.32,34.3,13.9,29.6,1.2,14.9,16.0,5,34.7,45.3,20.1,0.281,3542
589,Braxton Ashcraft,PIT,RP,R,33.0,0.0,0.0,140.7,33.0,1.6,1.6,0,3,4.20,4.39,1.32,30.3,11.4,32.1,1.4,15.4,16.5,4,40.9,38.0,21.1,0.300,677952
590,Justin Martinez,ARI,RP,R,33.0,0.0,0.0,142.4,33.0,1.7,1.5,0,3,3.70,4.11,1.41,39.3,19.4,27.3,1.7,13.7,14.9,3,45.3,35.3,19.3,0.306,679885
591,Cade Povich,BAL,SP,L,6.6,6.6,2.9,143.0,33.0,1.9,1.8,0,0,4.33,4.76,1.41,29.7,13.7,32.9,1.4,15.9,17.1,5,42.4,36.6,21.1,0.301,700249
592,Daniel Hudson,LAD,RP,R,33.0,0.0,0.0,138.7,33.0,1.8,1.5,0,0,3.78,3.66,1.19,38.0,11.3,27.8,1.4,14.1,15.1,5,34.2,46.1,19.6,0.273,7146
593,Daulton Jefferies,SF,SP,R,22.4,2.6,1.0,136.6,32.8,1.6,1.8,0,2,4.48,4.77,1.40,24.1,8.2,37.6,1.4,16.8,18.0,5,42.7,37.0,20.3,0.301,641726
594,Davis Daniel,LAA,SP,R,15.8,2.6,0.9,142.3,32.8,1.6,1.9,0,1,5.04,5.07,1.41,26.9,12.5,33.9,1.6,18.0,19.1,6,37.9,41.8,20.2,0.288,669721
595,Ben Brown,CHC,SP,R,13.1,4.9,2.1,140.7,32.7,1.7,1.8,0,1,4.19,4.53,1.39,33.3,14.3,31.1,1.4,15.2,16.4,4,42.6,36.4,21.0,0.305,676962
596,Drew Rasmussen,TB,SP,R,11.2,5.0,2.4,135.5,32.4,1.9,1.6,0,1,3.73,3.64,1.21,32.4,9.0,30.2,1.1,13.6,14.8,4,45.8,34.4,19.8,0.292,656876
597,Kaleb Ort,BAL,RP,R,32.4,0.0,0.0,139.1,32.4,1.6,1.6,0,3,4.43,4.59,1.34,32.1,13.4,30.0,1.6,16.0,17.0,5,33.9,46.4,19.7,0.282,672391
598,Evan Justice,COL,RP,L,40.5,0.0,0.0,142.1,32.4,1.6,1.6,0,4,4.76,5.24,1.50,32.3,17.7,30.9,1.8,15.0,16.2,4,39.9,39.9,20.1,0.318,687145
599,Cody Poteet,NYY,RP,R,25.9,1.6,0.7,135.8,32.3,1.7,1.5,0,4,4.27,4.51,1.35,31.8,12.0,31.8,1.2,15.3,16.4,5,39.3,40.7,20.0,0.286,547001
600,Hogan Harris,OAK,SP,L,18.4,3.1,1.2,134.5,32.3,1.5,2.0,0,2,4.40,5.06,1.49,27.8,13.7,34.5,1.6,16.4,17.5,4,39.6,40.1,20.3,0.292,663687
601,Darius Vines,ATL,RP,R,21.3,0.0,0.0,136.0,32.0,1.7,1.5,0,6,4.36,4.37,1.30,28.1,9.3,32.2,1.1,15.3,16.5,5,40.8,38.9,20.4,0.293,670241
602,Brad Keller,CHW,SP,R,6.6,6.6,2.4,142.3,31.7,1.3,2.3,0,0,5.01,5.17,1.60,23.7,17.0,33.7,1.3,17.6,19.0,4,49.1,30.7,20.3,0.301,641745
603,Tyler Mahle,TEX,SP,R,11.2,5.0,2.3,134.2,31.7,1.8,1.6,0,1,4.26,4.31,1.26,32.3,10.3,29.7,1.3,14.4,15.4,5,38.0,41.9,20.2,0.286,641816
604,Jonathan Bowlan,KC,SP,R,13.1,4.9,1.8,128.9,31.7,1.5,2.0,0,1,4.86,5.60,1.53,22.3,10.2,38.4,1.3,16.7,17.9,5,41.8,38.0,20.2,0.304,680742
605,Landen Roupp,SF,SP,R,6.6,6.6,2.8,133.9,31.7,1.6,1.9,0,0,4.21,4.41,1.37,28.4,11.3,32.2,1.4,15.2,16.5,4,46.1,32.8,21.1,0.309,694738
606,Tucker Davidson,BAL,RP,L,28.7,0.0,0.0,135.4,31.6,1.6,1.5,0,3,4.16,4.47,1.38,27.5,11.6,31.9,1.3,14.6,15.8,4,43.9,35.9,20.2,0.306,656353
607,Gus Varland,LAD,RP,R,24.3,0.0,0.0,139.2,31.6,1.6,1.5,0,2,4.42,4.70,1.45,29.0,13.7,32.0,1.6,15.8,17.0,5,42.9,37.2,19.9,0.302,681402
608,Joe Jacques,BOS,RP,L,28.6,0.0,0.0,137.3,31.5,1.6,1.5,0,3,4.48,4.98,1.49,23.9,12.3,34.5,2.2,14.7,16.0,4,50.5,29.1,20.4,0.323,682175
609,Chad Kuhl,CHW,SP,R,17.8,1.6,0.5,132.1,31.3,1.3,1.9,0,2,4.70,5.06,1.46,28.4,12.9,32.7,1.5,16.3,17.4,5,38.0,41.8,20.2,0.290,14975
610,Mychal Givens,MIA,RP,R,44.1,0.0,0.0,137.1,30.9,1.4,1.7,2,12,4.96,5.10,1.47,27.0,14.4,31.1,1.7,16.9,18.0,5,39.0,40.7,20.4,0.297,10430
611,Joel Kuhnel,HOU,RP,R,22.1,0.0,0.0,133.9,30.9,1.5,1.5,0,2,4.56,4.75,1.44,22.3,10.5,33.9,1.5,15.7,17.0,4,48.1,32.0,20.0,0.305,669270
612,Joey Estes,OAK,SP,R,18.4,3.1,1.1,133.5,30.8,1.3,2.0,0,2,4.77,5.03,1.34,24.4,10.1,31.1,1.8,16.9,18.0,5,34.3,45.5,20.2,0.278,683155
613,Hurston Waldrep,ATL,SP,R,14.3,4.1,1.7,132.5,30.7,2.0,1.4,0,1,4.39,4.53,1.42,29.5,12.5,31.0,1.3,14.8,16.0,4,46.0,32.8,21.1,0.312,694462
614,Chase Hampton,NYY,SP,R,14.3,4.1,1.7,129.6,30.7,3.3,3.3,0,0,4.50,4.91,1.39,29.2,10.8,31.9,1.1,15.3,16.3,5,37.4,41.5,21.1,0.290,694633
615,Jacob Barnes,WSH,RP,R,30.6,0.0,0.0,131.6,30.6,1.3,1.7,0,3,4.78,4.94,1.45,23.5,11.8,32.5,1.3,16.0,17.2,4,43.5,36.5,20.0,0.302,12323
616,Sam Coonrod,FA,RP,R,43.7,0.0,0.0,135.1,30.6,1.4,1.6,0,7,4.66,4.86,1.47,26.1,14.4,30.7,1.8,15.8,17.0,4,43.8,36.3,20.0,0.300,17264
617,Glenn Otto,SD,RP,R,22.1,1.6,0.6,128.7,30.6,1.5,1.6,0,6,4.34,4.64,1.40,28.7,11.9,30.8,1.6,15.2,16.3,4,41.0,38.7,20.3,0.289,657248
618,Alex Speas,CHW,RP,R,30.6,0.0,0.0,134.2,30.6,1.4,1.6,0,8,4.11,4.43,1.46,34.7,18.2,26.4,1.6,13.9,15.1,4,43.2,36.9,19.9,0.293,666208
619,Adam Oller,CLE,SP,R,14.8,2.5,0.8,128.2,30.5,1.4,1.9,0,1,5.04,5.70,1.53,24.1,11.2,35.5,1.4,17.2,18.3,6,35.1,44.7,20.2,0.292,670124
620,Jairo Iriarte,CHW,SP,R,6.1,6.1,2.3,135.4,30.5,1.4,2.2,0,0,5.01,5.33,1.52,26.2,14.6,31.7,1.9,17.0,18.1,5,41.8,37.0,21.1,0.299,683568
621,Amos Willingham,WSH,RP,R,27.7,0.0,0.0,134.5,30.5,1.3,1.7,0,3,4.98,5.12,1.46,23.5,12.3,32.3,1.4,16.7,17.8,5,40.5,39.6,19.9,0.298,686294
622,Brendan White,DET,RP,R,27.7,0.0,0.0,129.6,30.5,1.5,1.5,0,3,3.83,3.90,1.29,28.2,9.8,29.4,1.9,13.1,14.3,3,49.3,31.0,19.7,0.304,686839
623,Peter Strzelecki,ARI,RP,R,30.4,0.0,0.0,132.8,30.4,1.4,1.5,0,9,4.61,4.78,1.41,28.0,13.1,29.7,1.9,15.7,16.7,4,37.6,42.1,20.3,0.297,657265
624,Evan Reifert,TB,RP,R,30.3,0.0,0.0,135.2,30.3,1.4,1.6,0,3,4.68,5.00,1.55,30.7,17.8,29.2,2.0,16.0,17.1,4,41.7,36.8,21.5,0.302,682126
625,Freddy Tarnok,OAK,SP,R,13.3,3.1,1.1,125.6,30.2,1.3,1.9,0,1,4.58,5.07,1.44,26.7,12.4,31.2,1.2,15.9,16.9,5,34.6,45.5,19.9,0.273,676206
626,Declan Cronin,MIA,RP,R,27.1,0.0,0.0,132.2,29.8,1.3,1.6,0,5,4.76,4.95,1.52,20.2,12.5,32.9,1.6,15.6,16.9,3,51.2,28.6,20.2,0.313,686539
627,Adam Kolarek,LAA,RP,L,24.6,0.0,0.0,129.8,29.5,1.4,1.5,0,2,4.68,5.11,1.60,20.9,14.2,33.0,1.9,15.0,16.3,3,53.6,25.4,21.0,0.320,592473
628,Trey Wingenter,DET,RP,R,29.5,0.0,0.0,126.7,29.5,1.4,1.5,0,3,4.09,4.03,1.30,31.2,12.5,26.0,1.4,13.5,14.5,4,39.3,40.9,19.8,0.288,622259
629,J.B. Bukauskas,MIL,RP,R,24.3,0.0,0.0,124.4,29.2,1.5,1.4,0,2,3.95,4.17,1.35,26.8,10.4,29.0,1.3,12.7,13.8,3,50.2,30.0,19.9,0.305,656266
630,Cade Smith,CLE,RP,R,29.2,0.0,0.0,126.7,29.2,1.4,1.4,0,3,4.08,4.43,1.38,31.9,13.3,27.0,1.6,13.3,14.4,4,41.6,37.2,21.2,0.302,671922
631,Will Warren,NYY,SP,R,17.6,2.9,1.3,124.4,29.2,1.7,1.4,0,1,4.10,4.35,1.37,26.2,10.2,29.9,1.4,13.3,14.5,4,50.0,28.9,21.1,0.308,701542
632,Brenan Hanifee,DET,RP,R,26.4,0.0,0.0,116.0,29.0,1.4,1.4,0,3,4.05,4.18,1.32,23.1,8.4,29.9,1.4,13.2,14.3,3,49.2,30.8,20.0,0.305,669724
633,Shawn Dubin,HOU,RP,R,22.1,1.6,0.5,121.7,29.0,1.5,1.4,0,2,4.04,4.36,1.38,30.3,11.8,28.1,1.3,13.1,14.1,4,43.1,37.1,19.8,0.298,681869
634,Jack Leiter,TEX,SP,R,5.8,5.8,2.2,128.8,29.0,1.6,1.8,0,0,5.24,5.62,1.54,25.7,14.4,30.2,1.5,16.2,17.3,5,38.6,40.3,21.1,0.301,683004
635,Cody Bolton,SEA,RP,R,26.2,0.0,0.0,126.2,28.8,1.4,1.5,0,3,4.41,4.57,1.39,28.8,12.2,27.9,1.4,14.4,15.4,4,39.1,41.0,19.8,0.292,675989
636,Tyson Miller,SEA,RP,R,18.9,0.0,0.0,122.6,28.4,1.4,1.4,0,2,4.23,4.44,1.34,27.0,10.4,27.7,1.3,13.6,14.6,4,42.0,37.6,20.5,0.291,668338
637,Zack Weiss,MIN,RP,R,25.5,0.0,0.0,121.8,28.1,1.3,1.4,0,3,4.33,4.34,1.35,28.0,12.5,25.5,1.2,13.9,14.9,4,38.0,41.8,20.1,0.281,592848
638,Carson Spiers,CIN,RP,R,25.5,0.0,0.0,121.4,28.1,1.3,1.4,0,3,4.92,5.12,1.43,24.6,10.7,29.3,1.5,14.4,15.3,5,39.5,40.4,20.1,0.299,686730
639,Kolton Ingram,NYM,RP,L,25.4,0.0,0.0,121.4,27.9,1.4,1.4,0,3,4.10,4.50,1.43,27.3,13.0,26.9,1.4,13.1,14.1,3,43.9,35.8,20.3,0.300,688427
640,Jose Ruiz,PHI,RP,R,23.0,0.0,0.0,117.8,27.6,1.4,1.3,0,2,4.30,4.42,1.35,27.3,11.8,25.6,1.2,13.1,14.0,4,39.8,40.6,19.6,0.289,614179
641,Andrew Bellatti,PHI,RP,R,30.6,0.0,0.0,118.7,27.5,1.3,1.3,0,3,4.39,4.59,1.34,28.0,11.7,25.3,1.3,13.3,14.2,4,34.2,45.7,20.1,0.284,10657
642,Julio Urias,FA,SP,L,4.9,4.9,2.5,109.6,27.4,1.7,1.4,0,0,4.06,4.14,1.22,25.7,7.2,26.2,1.1,12.4,13.3,4,37.3,42.4,20.3,0.287,14765
643,Hunter Stratton,PIT,RP,R,24.8,0.0,0.0,118.3,27.3,1.3,1.4,0,2,4.27,4.39,1.36,27.3,12.9,24.3,1.4,13.0,13.9,3,38.9,41.3,19.9,0.287,676702
644,Jacob Lopez,TB,RP,L,24.6,0.0,0.0,113.3,27.1,1.4,1.3,0,2,3.80,4.10,1.30,28.5,10.5,24.7,1.4,11.6,12.5,3,42.0,37.7,20.3,0.293,682052
645,James Naile,FA,RP,R,24.3,0.0,0.0,106.8,26.7,1.3,1.3,0,4,4.24,4.55,1.43,19.8,8.8,29.4,1.2,12.6,13.7,3,52.0,27.6,20.4,0.319,664942
646,McKinley Moore,NYY,RP,R,24.3,0.0,0.0,115.7,26.7,1.4,1.2,0,2,4.04,4.36,1.41,29.4,13.9,23.6,1.3,12.0,13.0,3,43.7,36.6,19.7,0.293,686842
647,Vladimir Gutierrez,MIA,SP,R,5.3,5.3,1.8,106.0,26.5,1.3,1.9,0,0,5.58,6.33,1.69,17.5,10.0,34.8,1.2,16.3,17.3,5,38.1,41.4,20.5,0.298,661269
648,Elieser Hernandez,LAD,RP,R,26.4,0.0,0.0,109.7,26.4,1.4,1.2,0,3,4.16,4.15,1.20,27.8,7.3,24.3,1.2,12.5,13.2,5,31.5,48.6,20.0,0.272,622694
649,Robert Gsellman,WSH,RP,R,21.1,1.3,0.5,112.5,26.3,1.1,1.6,0,2,5.07,5.33,1.51,17.4,9.2,30.5,1.3,14.6,15.7,4,43.6,36.2,20.3,0.302,13696
650,Thomas Pannone,CHC,RP,L,14.5,1.3,0.5,105.2,26.3,1.3,1.4,0,4,4.37,4.96,1.37,20.0,6.7,29.2,1.0,12.8,13.7,4,38.3,41.1,20.6,0.298,623381
651,Joe La Sorsa,WSH,RP,L,23.8,0.0,0.0,112.9,26.2,1.2,1.4,0,2,4.62,4.95,1.42,18.9,8.8,28.3,1.4,13.3,14.3,4,42.8,36.4,20.8,0.302,686747
652,Luis Guerrero,BOS,RP,R,26.2,0.0,0.0,116.7,26.2,1.2,1.3,0,3,5.13,5.48,1.55,24.1,14.1,26.5,1.3,13.9,14.9,4,39.8,38.8,21.4,0.310,692285
653,Devin Williams,MIL,RP,R,28.7,0.0,0.0,107.6,25.8,1.4,1.1,12,0,3.17,3.21,1.19,35.1,12.0,18.8,1.0,9.0,9.8,2,44.9,35.1,20.0,0.277,642207
654,Matt Gage,LAD,RP,L,19.8,0.0,0.0,110.9,25.7,1.3,1.2,0,2,4.03,4.29,1.37,24.5,10.4,24.7,1.1,11.7,12.7,4,43.4,36.5,20.1,0.294,657424
655,Shane Drohan,CHW,RP,L,25.5,0.0,0.0,102.0,25.5,4.7,5.8,0,0,4.30,5.47,1.56,21.2,9.8,29.9,1.0,12.2,13.1,4,41.2,37.5,21.2,0.297,675660
656,Brandon Walter,BOS,SP,L,11.5,3.3,1.4,106.9,25.5,2.7,2.6,0,0,4.47,5.00,1.43,19.1,7.7,28.9,1.2,11.8,12.9,3,47.9,31.6,20.6,0.317,687888
657,Carlos Rodriguez,MIL,SP,R,5.1,5.1,2.0,111.4,25.5,1.3,1.6,0,0,4.94,5.42,1.46,22.6,10.6,26.6,1.4,13.8,14.7,4,38.2,40.7,21.1,0.298,692230
658,Devin Smeltzer,MIA,SP,L,14.5,1.3,0.3,106.6,25.0,1.1,1.5,0,1,5.02,5.39,1.45,17.7,8.1,28.2,1.1,13.8,14.7,4,36.8,42.7,20.6,0.293,656970
659,JT Brubaker,PIT,SP,R,5.0,5.0,2.1,100.0,25.0,1.3,1.5,0,0,4.53,5.28,1.51,20.2,8.2,29.5,1.2,12.6,13.5,4,43.0,36.7,20.3,0.299,664141
660,David Festa,MIN,SP,R,5.0,5.0,2.1,108.3,25.0,1.4,1.5,0,0,4.43,4.73,1.44,21.2,10.0,26.0,1.1,12.7,13.7,3,45.6,33.2,21.2,0.308,701581
661,Kendall Graveman,HOU,RP,R,24.8,0.0,0.0,99.2,24.8,1.3,1.2,0,7,4.16,4.23,1.38,25.2,11.2,23.0,1.4,11.5,12.5,3,45.3,34.8,19.9,0.292,15514
662,Jackson Wolf,PIT,SP,L,14.8,2.5,1.0,102.0,24.8,1.2,1.4,0,1,4.67,5.37,1.46,18.9,8.0,28.1,1.0,12.9,13.7,4,36.3,43.0,20.7,0.292,680232
663,Jay Groome,SD,SP,L,11.5,3.3,1.2,108.8,24.7,1.2,1.5,0,1,4.75,5.25,1.55,20.5,12.4,26.0,1.2,13.4,14.4,4,41.8,36.9,21.2,0.303,666130
664,Lyon Richardson,CIN,RP,R,24.6,0.0,0.0,106.0,24.6,1.3,1.2,0,2,4.24,4.37,1.38,27.1,11.8,22.1,1.1,10.9,11.8,3,43.7,36.6,19.7,0.294,680689
665,Josh Staumont,MIN,RP,R,24.3,0.0,0.0,104.8,24.3,1.2,1.2,0,2,3.88,3.99,1.31,28.0,11.6,20.2,1.1,10.8,11.6,3,36.3,44.0,19.7,0.283,622251
666,Jake Brentz,KC,RP,L,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,7,3.98,4.37,1.40,26.3,12.7,21.2,1.3,10.5,11.4,3,42.4,37.6,19.9,0.305,641394
667,Manuel Rodriguez,TB,RP,R,24.3,0.0,0.0,104.9,24.3,1.2,1.2,0,6,3.94,4.10,1.39,24.6,11.1,22.6,1.2,10.8,11.8,3,48.7,31.4,19.9,0.300,655889
668,Brett Martin,FA,RP,L,24.3,0.0,0.0,104.4,24.3,1.2,1.2,0,5,4.07,4.34,1.41,20.1,9.3,25.0,0.8,11.0,12.0,3,49.2,30.7,20.1,0.308,656685
669,Corbin Martin,ARI,RP,R,24.3,0.0,0.0,105.0,24.3,1.2,1.2,0,2,4.51,4.64,1.39,22.3,9.9,24.0,0.9,12.2,13.1,3,38.8,41.1,20.1,0.300,656686
670,Parker Mushinski,HOU,RP,L,24.3,0.0,0.0,104.3,24.3,1.3,1.1,0,2,3.90,4.21,1.35,23.9,9.4,23.5,1.3,10.6,11.5,3,47.1,32.7,20.2,0.304,656786
671,Josh Taylor,KC,RP,L,24.3,0.0,0.0,103.3,24.3,1.2,1.1,0,2,3.90,4.28,1.33,23.9,9.8,22.6,1.0,10.3,11.2,3,42.7,37.2,20.1,0.309,657031
672,Yerry Rodriguez,TEX,RP,R,24.3,0.0,0.0,103.1,24.3,1.3,1.1,0,2,4.03,4.32,1.34,25.7,10.2,22.2,1.1,10.5,11.3,3,41.8,38.8,19.4,0.298,666720
673,Keegan Akin,BAL,RP,L,24.3,0.0,0.0,101.3,24.3,1.3,1.1,0,5,3.55,3.84,1.22,25.4,7.5,22.2,0.8,9.6,10.4,3,39.9,40.2,19.9,0.297,669211
674,Guillermo Zuniga,LAA,RP,R,24.3,0.0,0.0,105.7,24.3,1.2,1.2,0,2,4.55,4.60,1.39,25.3,11.8,22.0,1.1,12.0,12.8,4,36.4,44.1,19.5,0.283,670871
675,Keider Montero,DET,RP,R,24.3,0.0,0.0,102.3,24.3,1.2,1.2,0,2,4.05,4.27,1.28,22.5,7.5,23.6,1.3,11.0,11.9,3,42.1,36.9,21.0,0.300,672456
676,Codi Heuer,FA,RP,R,24.3,0.0,0.0,105.8,24.3,1.2,1.2,0,2,4.50,4.63,1.40,21.4,10.0,24.0,1.0,12.1,13.0,3,40.7,39.4,19.9,0.293,676051
677,Josh Simpson,MIA,RP,L,24.3,0.0,0.0,105.3,24.3,1.2,1.2,0,2,3.93,4.33,1.41,25.8,11.9,22.4,1.2,10.5,11.4,3,46.0,32.7,21.3,0.312,681006
678,Colby White,TB,RP,R,24.3,0.0,0.0,105.0,24.3,1.2,1.2,0,2,4.31,4.52,1.39,24.8,10.8,23.0,1.1,11.8,12.6,3,39.9,38.9,21.2,0.295,686831
679,Anthony Maldonado,MIA,RP,R,24.3,0.0,0.0,104.0,24.3,1.2,1.2,0,2,4.23,4.39,1.31,25.2,9.5,22.4,1.1,11.3,12.1,3,37.7,41.1,21.1,0.295,687424
680,Yosver Zulueta,TOR,RP,R,24.3,0.0,0.0,105.8,24.3,1.2,1.2,0,2,4.06,4.41,1.44,24.4,11.8,23.3,1.6,11.1,12.1,3,48.3,30.4,21.3,0.309,691172
681,Denyi Reyes,FA,RP,R,19.2,1.2,0.3,60.6,24.2,1.1,1.4,0,5,4.81,4.91,1.33,18.0,6.2,25.9,1.0,13.0,13.8,4,37.0,42.7,20.3,0.288,660593
682,Tanner Burns,CLE,SP,R,17.8,1.6,0.6,102.5,24.2,1.1,1.4,0,2,4.80,5.50,1.53,20.1,9.8,27.3,1.1,13.0,13.9,4,39.0,39.7,21.2,0.300,669142
683,Tommy Romero,SF,SP,R,17.8,1.6,0.5,87.4,24.2,1.1,1.5,0,2,5.03,5.26,1.48,19.4,11.0,24.9,0.9,13.9,14.8,4,37.0,42.4,20.6,0.292,676720
684,Naoyuki Uwasawa,TB,RP,R,17.8,1.6,0.6,102.9,24.2,1.2,1.3,0,2,4.43,4.51,1.34,21.6,7.7,24.7,1.0,12.1,12.9,4,41.4,37.5,21.1,0.297,683822
685,Antonio Senzatela,COL,SP,R,5.0,5.0,2.0,96.0,24.0,1.0,1.7,0,0,5.24,5.44,1.47,14.1,6.5,28.7,1.1,12.3,13.3,4,48.3,31.2,20.5,0.324,15488
686,Vince Velasquez,FA,SP,R,4.9,4.9,1.8,102.7,23.5,1.2,1.5,0,0,4.91,5.00,1.39,21.3,9.3,23.4,1.0,12.8,13.6,4,34.8,45.0,20.2,0.285,11189
687,R.J. Dabovich,SF,RP,R,23.5,0.0,0.0,94.0,23.5,1.1,1.2,0,2,4.33,4.49,1.41,24.5,11.3,21.8,1.0,11.6,12.4,3,38.1,40.6,21.3,0.297,681924
688,Zach Pop,TOR,RP,R,25.9,0.0,0.0,100.7,23.3,1.2,1.1,0,3,3.99,4.04,1.35,20.3,8.5,23.0,1.2,10.5,11.5,3,50.4,29.9,19.6,0.298,647315
689,Andre Jackson,FA,RP,R,19.8,1.2,0.3,76.0,23.3,1.1,1.3,0,2,4.39,4.49,1.37,22.2,10.4,21.5,0.9,11.4,12.2,3,39.7,40.6,19.7,0.282,656578
690,Shane Greene,TEX,RP,R,15.3,0.0,0.0,92.0,23.0,1.1,1.1,0,2,4.76,5.13,1.44,19.9,9.7,23.4,1.2,11.7,12.5,4,40.0,39.7,20.3,0.295,10756
691,Dan Altavilla,KC,RP,R,23.0,0.0,0.0,92.0,23.0,1.1,1.2,0,2,4.50,4.57,1.38,21.1,9.9,21.8,0.9,11.3,12.1,3,39.6,40.5,19.9,0.296,16507
692,Kade McClure,FA,RP,R,23.0,0.0,0.0,92.0,23.0,1.1,1.2,0,2,4.61,4.86,1.41,18.2,7.9,24.6,1.0,11.8,12.6,3,42.7,36.1,21.2,0.305,656701
693,Nathan Webb,BAL,RP,R,23.0,0.0,0.0,98.9,23.0,1.1,1.2,0,2,4.71,5.11,1.51,19.5,10.9,23.8,1.0,12.0,12.9,3,42.2,36.5,21.4,0.304,670246
694,Cody Laweryson,MIN,RP,R,23.0,0.0,0.0,97.8,23.0,1.1,1.2,0,2,4.37,4.59,1.35,20.8,8.1,23.0,1.1,11.5,12.3,3,38.7,40.2,21.1,0.297,689520
695,Will Dion,CLE,RP,L,23.0,0.0,0.0,92.0,23.0,4.9,4.6,0,0,3.83,4.88,1.43,21.1,6.8,26.0,0.8,9.9,10.7,3,42.2,36.7,21.1,0.301,702021
696,Duane Underwood Jr.,NYY,RP,R,19.1,0.0,0.0,91.6,22.9,1.1,1.1,0,5,4.59,4.80,1.43,19.0,8.9,23.9,1.2,11.6,12.5,3,44.6,35.3,20.0,0.301,14677
697,Gerardo Reyes,OAK,RP,R,18.9,0.0,0.0,99.4,22.7,1.0,1.2,0,2,4.54,4.67,1.42,22.1,11.6,20.6,1.2,11.9,12.6,3,35.8,44.3,20.0,0.280,622103
698,Andres Machado,FA,RP,R,20.5,0.0,0.0,90.4,22.6,1.1,1.1,0,2,4.30,4.30,1.31,20.4,7.8,21.8,1.0,10.8,11.6,3,42.6,37.7,19.7,0.290,600921
699,Yerry De Los Santos,NYY,RP,R,20.5,0.0,0.0,90.4,22.6,1.2,1.1,0,5,4.19,4.32,1.38,20.8,9.3,22.0,1.0,10.5,11.4,3,47.5,32.5,20.0,0.294,660787
700,Jordan Balazovic,MIN,RP,R,20.5,0.0,0.0,90.4,22.6,1.1,1.1,0,4,4.19,4.33,1.40,20.2,9.5,22.1,0.9,10.9,11.8,3,45.5,34.7,19.9,0.299,666364
701,Max Castillo,PHI,RP,R,20.5,0.0,0.0,95.7,22.6,1.1,1.1,0,2,4.52,4.63,1.31,17.8,6.4,23.1,1.0,11.2,12.1,4,40.6,39.4,20.0,0.286,666721
702,Ryan Rolison,COL,SP,L,4.5,4.5,1.8,90.0,22.5,1.0,1.6,0,0,5.44,5.94,1.53,15.6,8.4,26.1,1.0,11.9,12.8,4,42.4,36.4,21.2,0.324,669020
703,Spencer Arrighetti,HOU,SP,R,4.5,4.5,1.7,97.5,22.5,1.4,1.2,0,0,5.01,5.29,1.48,20.3,10.0,23.3,1.3,12.6,13.4,4,39.0,40.0,21.1,0.299,681293
704,Mason Montgomery,TB,SP,L,4.5,4.5,1.8,90.0,22.5,1.3,1.3,0,0,4.74,5.08,1.45,19.8,9.7,22.9,1.1,12.0,12.8,4,38.8,40.2,21.0,0.294,682254
705,Joe Rock,COL,SP,L,4.5,4.5,1.9,90.0,22.5,1.0,1.6,0,0,5.29,5.86,1.54,16.4,9.3,25.5,1.1,11.6,12.5,4,44.1,34.8,21.1,0.326,697812
706,Matt Foster,CHW,RP,R,22.1,0.0,0.0,94.4,22.1,1.0,1.2,0,4,4.63,4.63,1.34,20.5,8.4,21.2,0.9,11.3,12.0,4,34.2,45.7,20.1,0.275,641582
707,Lou Trivino,NYY,RP,R,22.1,0.0,0.0,95.0,22.1,1.1,1.0,0,2,4.06,4.35,1.37,22.1,8.9,21.3,1.1,10.0,10.8,3,44.5,35.7,19.8,0.304,642152
708,Daniel Duarte,MIN,RP,R,22.1,0.0,0.0,97.9,22.1,1.0,1.1,0,2,4.44,4.62,1.45,19.8,10.9,21.2,1.2,11.3,12.1,3,43.2,36.7,20.1,0.291,650960
709,Max Kranick,NYM,RP,R,22.1,0.0,0.0,94.7,22.1,1.1,1.1,0,7,4.32,4.48,1.32,20.0,7.6,21.5,1.0,10.9,11.7,3,36.7,43.4,19.9,0.281,668820
710,Eduarniel Nunez,CHC,RP,R,22.1,0.0,0.0,88.4,22.1,1.0,1.2,0,2,5.01,5.64,1.71,18.0,13.8,23.9,1.3,12.3,13.2,3,47.6,30.7,21.7,0.323,674384
711,Carson Coleman,TEX,RP,R,22.1,0.0,0.0,96.7,22.1,1.1,1.1,0,2,4.61,5.00,1.44,21.0,9.9,22.1,1.4,10.9,11.7,3,41.8,36.9,21.3,0.305,679693
